2,2,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,4
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,7
0,0,0,0,0.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
4,11,0,0,1.000000,0.000000,0.000000,12
2,2,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
4,11,0,0,1.000000,0.000000,0.000000,12
2,3,0,0,1.000000,0.000000,0.000000,4
1,1,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
3,3,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,1
3,3,0,0,1.000000,0.000000,0.000000,4
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
3,5,0,0,1.000000,0.000000,0.000000,7
1,1,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
3,3,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,4
2,3,0,0,1.000000,0.000000,0.000000,3
3,5,0,0,1.000000,0.000000,0.000000,5
0,0,0,0,0.000000,0.000000,0.000000,1
2,3,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,4
4,6,0,0,1.000000,0.000000,0.000000,6
3,3,0,0,1.000000,0.000000,0.000000,3
3,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
3,4,0,0,1.000000,0.000000,0.000000,4
3,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,2
2,11,0,0,1.000000,0.000000,0.000000,11
3,14,0,0,1.000000,0.000000,0.000000,14
2,11,0,0,1.000000,0.000000,0.000000,11
0,0,0,0,0.000000,0.000000,0.000000,0
3,4,0,0,1.000000,0.000000,0.000000,4
2,5,0,0,1.000000,0.000000,0.000000,5
2,2,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,8,0,0,1.000000,0.000000,0.000000,8
2,3,0,0,1.000000,0.000000,0.000000,6
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
3,6,0,0,1.000000,0.000000,0.000000,7
0,0,0,0,0.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
3,5,0,0,1.000000,0.000000,0.000000,5
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
3,8,0,0,1.000000,0.000000,0.000000,8
2,2,0,0,1.000000,0.000000,0.000000,6
0,0,0,0,0.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,6,0,0,1.000000,0.000000,0.000000,6
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
2,5,0,0,1.000000,0.000000,0.000000,5
3,8,0,0,1.000000,0.000000,0.000000,8
0,0,0,0,0.000000,0.000000,0.000000,0
2,7,0,0,1.000000,0.000000,0.000000,7
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,3,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,5
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,8
1,3,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
3,4,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
3,4,1,0,0.800000,0.200000,0.000000,6
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,7
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
2,6,0,0,1.000000,0.000000,0.000000,6
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
2,3,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,6
2,2,0,0,1.000000,0.000000,0.000000,2
3,4,0,0,1.000000,0.000000,0.000000,5
2,2,0,0,1.000000,0.000000,0.000000,4
2,6,0,0,1.000000,0.000000,0.000000,6
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,3,0,0,1.000000,0.000000,0.000000,3
1,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
3,10,0,0,1.000000,0.000000,0.000000,11
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,2
2,5,0,0,1.000000,0.000000,0.000000,5
2,4,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
3,4,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,3
2,4,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,6,0,0,1.000000,0.000000,0.000000,6
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,1
2,3,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
3,3,0,0,1.000000,0.000000,0.000000,4
0,0,0,0,0.000000,0.000000,0.000000,1
3,7,0,0,1.000000,0.000000,0.000000,7
2,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,3,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,4,0,0,1.000000,0.000000,0.000000,5
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
3,3,0,0,1.000000,0.000000,0.000000,4
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,4
2,8,0,0,1.000000,0.000000,0.000000,8
0,0,0,0,0.000000,0.000000,0.000000,0
4,7,0,0,1.000000,0.000000,0.000000,8
3,7,0,0,1.000000,0.000000,0.000000,8
1,1,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
1,1,0,0,1.000000,0.000000,0.000000,1
3,3,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
3,4,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,3
3,3,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
3,9,0,0,1.000000,0.000000,0.000000,11
1,1,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,6
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
4,4,0,0,1.000000,0.000000,0.000000,4
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
2,3,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
4,4,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,4
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
2,6,0,0,1.000000,0.000000,0.000000,6
2,6,0,0,1.000000,0.000000,0.000000,6
2,6,0,0,1.000000,0.000000,0.000000,6
4,4,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,3,0,0,1.000000,0.000000,0.000000,5
3,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,4,0,0,1.000000,0.000000,0.000000,4
2,6,0,0,1.000000,0.000000,0.000000,6
1,1,0,0,1.000000,0.000000,0.000000,3
2,4,0,0,1.000000,0.000000,0.000000,4
2,4,0,0,1.000000,0.000000,0.000000,4
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,6
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,1,0.500000,0.000000,0.500000,2
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
4,4,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
4,5,0,0,1.000000,0.000000,0.000000,7
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,3
3,3,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,5
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
2,6,0,0,1.000000,0.000000,0.000000,7
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
3,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,4
2,5,0,0,1.000000,0.000000,0.000000,5
0,0,0,0,0.000000,0.000000,0.000000,0
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,4,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,5
0,0,0,0,0.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,4
0,0,0,0,0.000000,0.000000,0.000000,1
2,3,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
3,3,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
3,4,0,0,1.000000,0.000000,0.000000,5
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
4,7,0,0,1.000000,0.000000,0.000000,7
1,1,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,4,0,0,1.000000,0.000000,0.000000,4
2,2,0,0,1.000000,0.000000,0.000000,2
3,4,0,0,1.000000,0.000000,0.000000,5
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,1
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
1,1,0,0,1.000000,0.000000,0.000000,1
1,1,0,0,1.000000,0.000000,0.000000,1
0,0,0,0,0.000000,0.000000,0.000000,0
4,4,0,0,1.000000,0.000000,0.000000,5
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,3,0,0,1.000000,0.000000,0.000000,6
2,3,0,0,1.000000,0.000000,0.000000,8
0,0,0,0,0.000000,0.000000,0.000000,0
1,1,0,0,1.000000,0.000000,0.000000,1
2,2,0,0,1.000000,0.000000,0.000000,3
2,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,4
1,3,0,0,1.000000,0.000000,0.000000,5
1,3,0,0,1.000000,0.000000,0.000000,3
2,2,0,0,1.000000,0.000000,0.000000,2
1,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,5,0,0,1.000000,0.000000,0.000000,5
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
2,2,0,0,1.000000,0.000000,0.000000,2
2,3,0,0,1.000000,0.000000,0.000000,9
2,5,0,0,1.000000,0.000000,0.000000,5
2,2,0,0,1.000000,0.000000,0.000000,2
2,5,0,0,1.000000,0.000000,0.000000,5
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
1,2,0,0,1.000000,0.000000,0.000000,2
3,3,0,0,1.000000,0.000000,0.000000,3
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
3,3,0,0,1.000000,0.000000,0.000000,4
1,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
0,0,0,0,0.000000,0.000000,0.000000,0
2,2,0,0,1.000000,0.000000,0.000000,2
1,2,0,0,1.000000,0.000000,0.000000,2
2,5,0,0,1.000000,0.000000,0.000000,5
2,3,0,0,1.000000,0.000000,0.000000,3
